SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1.0,1.0,INE338A01024,1.0,INE338A01024,NSE_ONLY,,,,,,,,,
TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,2.0,1.0,INE319Y01024,2.0,INE319Y01024,NSE_ONLY,,,,,,,,,
TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10.0,1.0,INE668A01016,10.0,INE668A01016,NSE_ONLY,,,,,,,,,
TMCV,Tata Motors Limited,EQ,12-NOV-2025,2.0,1.0,INE1TAE01010,2.0,INE1TAE01010,NSE_ONLY,,,,,,,,,
TOLINS,Tolins Tyres Limited,EQ,16-SEP-2024,5.0,1.0,INE0RWQ01014,5.0,INE0RWQ01014,NSE_ONLY,,,,,,,,,
TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10.0,1.0,INE336X01012,10.0,INE336X01012,NSE_ONLY,,,,,,,,,
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,10.0,1.0,INE486Y01013,10.0,INE486Y01013,NSE_ONLY,,,,,,,,,
TPHQ,Teamo Productions HQ Limited,EQ,30-JAN-2009,1.0,1.0,INE065J01024,1.0,INE065J01024,NSE_ONLY,,,,,,,,,
TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2.0,1.0,INE413G01022,2.0,INE413G01022,NSE_ONLY,,,,,,,,,
TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1.0,1.0,INE0HMF01019,1.0,INE0HMF01019,NSE_ONLY,,,,,,,,,
TRANSRAILL,Transrail Lighting Limited,EQ,27-DEC-2024,2.0,1.0,INE454P01035,2.0,INE454P01035,NSE_ONLY,,,,,,,,,
TRAVELFOOD,Travel Food Services Limited,EQ,14-JUL-2025,1.0,1.0,INE103V01028,1.0,INE103V01028,NSE_ONLY,,,,,,,,,
TREJHARA,TREJHARA SOLUTIONS LIMITED,BE,28-DEC-2018,10.0,1.0,INE00CA01015,10.0,INE00CA01015,NSE_ONLY,,,,,,,,,
TREL,Transindia Real Estate Limited,EQ,10-AUG-2023,2.0,1.0,INE0O3901029,2.0,INE0O3901029,NSE_ONLY,,,,,,,,,
TRIDENT,Trident Limited,EQ,21-FEB-2001,1.0,1.0,INE064C01022,1.0,INE064C01022,NSE_ONLY,,,,,,,,,
TRU,TruCap Finance Limited,EQ,20-JUN-2023,2.0,1.0,INE615R01029,2.0,INE615R01029,NSE_ONLY,,,,,,,,,
TRUALT,TruAlt Bioenergy Limited,EQ,03-OCT-2025,10.0,1.0,INE0MWH01014,10.0,INE0MWH01014,NSE_ONLY,,,,,,,,,
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-MAR-2018,5.0,1.0,INE202Z01029,5.0,INE202Z01029,NSE_ONLY,,,,,,,,,
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1.0,1.0,INE690A01028,1.0,INE690A01028,NSE_ONLY,,,,,,,,,
TTL,T T Limited,EQ,22-FEB-2007,1.0,1.0,INE592B01024,1.0,INE592B01024,NSE_ONLY,,,,,,,,,
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1.0,1.0,INE395N01027,1.0,INE395N01027,NSE_ONLY,,,,,,,,,
UDS,Updater Services Limited,EQ,04-OCT-2023,10.0,1.0,INE851I01011,10.0,INE851I01011,NSE_ONLY,,,,,,,,,
UFBL,United Foodbrands Limited,EQ,07-APR-2021,5.0,1.0,INE382M01027,5.0,INE382M01027,NSE_ONLY,,,,,,,,,
UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10.0,1.0,INE583D01011,10.0,INE583D01011,NSE_ONLY,,,,,,,,,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10.0,1.0,INE551W01018,10.0,INE551W01018,NSE_ONLY,,,,,,,,,
UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10.0,1.0,INE0GIU01018,10.0,INE0GIU01018,NSE_ONLY,,,,,,,,,
UNIECOM,Unicommerce Esolutions Limited,EQ,13-AUG-2024,1.0,1.0,INE00U401027,1.0,INE00U401027,NSE_ONLY,,,,,,,,,
UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10.0,1.0,INE481Z01011,10.0,INE481Z01011,NSE_ONLY,,,,,,,,,
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-DEC-2024,5.0,1.0,INE0U3I01011,5.0,INE0U3I01011,NSE_ONLY,,,,,,,,,
UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,10.0,1.0,INE244O01017,10.0,INE244O01017,NSE_ONLY,,,,,,,,,
UNITDSPR,United Spirits Limited,EQ,27-SEP-2001,2.0,1.0,INE854D01024,2.0,INE854D01024,NSE_ONLY,,,,,,,,,
UNITEDPOLY,United Polyfab Gujarat Limited,BE,31-DEC-2021,1.0,1.0,INE368U01029,1.0,INE368U01029,NSE_ONLY,,,,,,,,,
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10.0,1.0,INE458F01011,10.0,INE458F01011,NSE_ONLY,,,,,,,,,
UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,10.0,1.0,INE562X01013,10.0,INE562X01013,NSE_ONLY,,,,,,,,,
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10.0,1.0,INE03V001013,10.0,INE03V001013,NSE_ONLY,,,,,,,,,
URAVIDEF,Uravi Defence and Technology Limited,EQ,05-JUL-2023,10.0,1.0,INE568Z01015,10.0,INE568Z01015,NSE_ONLY,,,,,,,,,
URBANCO,Urban Company Limited,EQ,17-SEP-2025,1.0,1.0,INE0CAZ01013,1.0,INE0CAZ01013,NSE_ONLY,,,,,,,,,
USK,Udayshivakumar Infra Limited,EQ,03-APR-2023,10.0,1.0,INE0N0Y01013,10.0,INE0N0Y01013,NSE_ONLY,,,,,,,,,
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10.0,1.0,INE094J01016,10.0,INE094J01016,NSE_ONLY,,,,,,,,,
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10.0,1.0,INE735W01017,10.0,INE735W01017,NSE_ONLY,,,,,,,,,
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-NOV-2025,1.0,1.0,INE12UR01024,1.0,INE12UR01024,NSE_ONLY,,,,,,,,,
UYFINCORP,U. Y. Fincorp Limited,BE,03-OCT-2024,5.0,1.0,INE152C01025,5.0,INE152C01025,NSE_ONLY,,,,,,,,,
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2.0,1.0,INE884A01027,2.0,INE884A01027,NSE_ONLY,,,,,,,,,
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,2.0,1.0,INE972X01022,2.0,INE972X01022,NSE_ONLY,,,,,,,,,
VALIANTLAB,Valiant Laboratories Limited,EQ,06-OCT-2023,10.0,1.0,INE0JWS01017,10.0,INE0JWS01017,NSE_ONLY,,,,,,,,,
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10.0,1.0,INE116G01013,10.0,INE116G01013,NSE_ONLY,,,,,,,,,
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,1.0,1.0,INE835A01029,1.0,INE835A01029,NSE_ONLY,,,,,,,,,
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,1.0,1.0,INE665L01035,1.0,INE665L01035,NSE_ONLY,,,,,,,,,
VBL,Varun Beverages Limited,EQ,08-NOV-2016,2.0,1.0,INE200M01039,2.0,INE200M01039,NSE_ONLY,,,,,,,,,
VCL,Vaxtex Cotfab Limited,BE,19-APR-2022,1.0,1.0,INE098201036,1.0,INE098201036,NSE_ONLY,,,,,,,,,
VEEDOL,Veedol Corporation Limited,EQ,16-JAN-2007,2.0,1.0,INE484C01030,2.0,INE484C01030,NSE_ONLY,,,,,,,,,
VENTIVE,Ventive Hospitality Limited,EQ,30-DEC-2024,1.0,1.0,INE781S01027,1.0,INE781S01027,NSE_ONLY,,,,,,,,,
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10.0,1.0,INE0JA001018,10.0,INE0JA001018,NSE_ONLY,,,,,,,,,
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,10.0,1.0,INE0IQ001011,10.0,INE0IQ001011,NSE_ONLY,,,,,,,,,
VERTOZ,Vertoz Limited,EQ,14-MAY-2020,10.0,1.0,INE188Y01031,10.0,INE188Y01031,NSE_ONLY,,,,,,,,,
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,1.0,1.0,INE386A01023,1.0,INE386A01023,NSE_ONLY,,,,,,,,,
VHLTD,Viceroy Hotels Limited,BE,03-APR-2024,10.0,1.0,INE048C01025,10.0,INE048C01025,NSE_ONLY,,,,,,,,,
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1.0,1.0,INE043W01024,1.0,INE043W01024,NSE_ONLY,,,,,,,,,
VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019,1.0,1.0,INE161L01027,1.0,INE161L01027,NSE_ONLY,,,,,,,,,
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025,10.0,1.0,INE078V01014,10.0,INE078V01014,NSE_ONLY,,,,,,,,,
VIKRAN,Vikran Engineering Limited,EQ,03-SEP-2025,1.0,1.0,INE01R501028,1.0,INE01R501028,NSE_ONLY,,,,,,,,,
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1.0,1.0,INE410B01037,1.0,INE410B01037,NSE_ONLY,,,,,,,,,
VINEETLAB,Vineet Laboratories Limited,EQ,15-JUN-2021,10.0,1.0,INE505Y01010,10.0,INE505Y01010,NSE_ONLY,,,,,,,,,
VINNY,Vinny Overseas Limited,EQ,28-NOV-2022,1.0,1.0,INE01KI01027,1.0,INE01KI01027,NSE_ONLY,,,,,,,,,
VIRINCHI,Virinchi Limited,BE,03-MAY-2023,10.0,1.0,INE539B01017,10.0,INE539B01017,NSE_ONLY,,,,,,,,,
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,2.0,1.0,INE392A01021,2.0,INE392A01021,NSE_ONLY,,,,,,,,,
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,2.0,1.0,INE270I01022,2.0,INE270I01022,NSE_ONLY,,,,,,,,,
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2.0,1.0,INE430N01022,2.0,INE430N01022,NSE_ONLY,,,,,,,,,
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,10.0,1.0,INE03HW01020,10.0,INE03HW01020,NSE_ONLY,,,,,,,,,
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024,10.0,1.0,INE01EA01019,10.0,INE01EA01019,NSE_ONLY,,,,,,,,,
VMSTMT,VMS TMT Limited,EQ,24-SEP-2025,10.0,1.0,INE0SJA01013,10.0,INE0SJA01013,NSE_ONLY,,,,,,,,,
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10.0,1.0,INE0AE001013,10.0,INE0AE001013,NSE_ONLY,,,,,,,,,
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10.0,1.0,INE0S2V01010,10.0,INE0S2V01010,NSE_ONLY,,,,,,,,,
VSTL,Vibhor Steel Tubes Limited,EQ,20-FEB-2024,10.0,1.0,INE0QTF01015,10.0,INE0QTF01015,NSE_ONLY,,,,,,,,,
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,2.0,1.0,INE825A01020,2.0,INE825A01020,NSE_ONLY,,,,,,,,,
WAAREEENER,Waaree Energies Limited,EQ,28-OCT-2024,10.0,1.0,INE377N01017,10.0,INE377N01017,NSE_ONLY,,,,,,,,,
WAAREEINDO,Indosolar Limited,BE,29-SEP-2010,10.0,1.0,INE866K01023,10.0,INE866K01023,NSE_ONLY,,,,,,,,,
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-APR-2025,2.0,1.0,INE299N01021,2.0,INE299N01021,NSE_ONLY,,,,,,,,,
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024,5.0,1.0,INE0CJF01024,5.0,INE0CJF01024,NSE_ONLY,,,,,,,,,
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,10.0,1.0,INE658T01017,10.0,INE658T01017,NSE_ONLY,,,,,,,,,
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,1.0,1.0,INE855C01023,1.0,INE855C01023,NSE_ONLY,,,,,,,,,
WEL,Wonder Electricals Limited,EQ,17-JAN-2022,1.0,1.0,INE02WG01024,1.0,INE02WG01024,NSE_ONLY,,,,,,,,,
WEWIN,WE WIN LIMITED,BE,15-JUN-2022,10.0,1.0,INE082W01014,10.0,INE082W01014,NSE_ONLY,,,,,,,,,
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025,10.0,1.0,INE085001019,10.0,INE085001019,NSE_ONLY,,,,,,,,,
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,5.0,1.0,INE0H5O01029,5.0,INE0H5O01029,NSE_ONLY,,,,,,,,,
WIPL,The Western India Plywoods Limited,EQ,17-APR-2017,10.0,1.0,INE215F01023,10.0,INE215F01023,NSE_ONLY,,,,,,,,,
WORTHPERI,Worth Peripherals Limited,EQ,04-AUG-2020,10.0,1.0,INE196Y01018,10.0,INE196Y01018,NSE_ONLY,,,,,,,,,
XELPMOC,Xelpmoc Design And Tech Limited,BE,04-FEB-2019,10.0,1.0,INE01P501012,10.0,INE01P501012,NSE_ONLY,,,,,,,,,
YASHO,Yasho Industries Limited,EQ,21-AUG-2023,10.0,1.0,INE616Z01012,10.0,INE616Z01012,NSE_ONLY,,,,,,,,,
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10.0,1.0,INE0JO301016,10.0,INE0JO301016,NSE_ONLY,,,,,,,,,
YATRA,Yatra Online Limited,EQ,28-SEP-2023,1.0,1.0,INE0JR601024,1.0,INE0JR601024,NSE_ONLY,,,,,,,,,
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2.0,1.0,INE528G01035,2.0,INE528G01035,NSE_ONLY,,,,,,,,,
YUKEN,Yuken India Limited,EQ,02-SEP-2021,10.0,1.0,INE384C01016,10.0,INE384C01016,NSE_ONLY,,,,,,,,,
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1.0,1.0,INE07K301024,1.0,INE07K301024,NSE_ONLY,,,,,,,,,
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,2.0,1.0,INE520A01027,2.0,INE520A01027,NSE_ONLY,,,,,,,,,
ZIMLAB,Zim Laboratories Limited,EQ,25-NOV-2022,10.0,1.0,INE518E01015,10.0,INE518E01015,NSE_ONLY,,,,,,,,,
ZODIAC,Zodiac Energy Limited,EQ,14-DEC-2021,10.0,1.0,INE761Y01019,10.0,INE761Y01019,NSE_ONLY,,,,,,,,,
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,10.0,1.0,INE358U01012,10.0,INE358U01012,NSE_ONLY,,,,,,,,,
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,2.0,1.0,INE768C01028,2.0,INE768C01028,NSE_ONLY,,,,,,,,,
,,,,,,,,INE424A01014,BSE_ONLY,500004.0,TPAEC,TORRENT POWER AEC LTD.,Delisted,B ,10.0,INE424A01014,,Equity
,,,,,,,,INE984C01013,BSE_ONLY,500005.0,AKARLAMIN,AKAR LAMINATORS LTD.,Delisted,XD,10.0,INE984C01013,Iron &amp; Steel Products,Equity
,,,,,,,,INE256B01026,BSE_ONLY,500006.0,ALPHADR,ALPHA DRUG INDIA LTD.,Delisted,B ,10.0,INE256B01026,,Equity
,,,,,,,,INE001A01036,BSE_ONLY,500010.0,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Active,A ,2.0,INE001A01036,Housing Finance ,Equity
,,,,,,,,NA,BSE_ONLY,500011.0,AMRTMIL-BDM,AMRUT INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE005A01011,BSE_ONLY,500015.0,ICICIDM,ICICI LTD.,Delisted,B ,10.0,INE005A01011,,Equity
,,,,,,,,INE957C01019,BSE_ONLY,500016.0,ARUNAHTEL,ARUNA HOTELS LTD.,Suspended,Z ,10.0,INE957C01019,Hotels,Equity
,,,,,,,,INE035A01018,BSE_ONLY,500018.0,ARPOLDM,ARPOLDM,Delisted,B ,10.0,INE035A01018,,Equity
,,,,,,,,INE320A01014,BSE_ONLY,500019.0,BOR,BANK OF RAJASTHAN LTD.,Delisted,B ,10.0,INE320A01014,Banks,Equity
,,,,,,,,NA,BSE_ONLY,500021.0,ASINCOF,ASINCOF,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE442A01024,BSE_ONLY,500024.0,ASSAMCO,Assam Company (India) Limited,Active,T ,1.0,INE442A01024,Tea &amp; Coffee,Equity
,,,,,,,,NA,BSE_ONLY,500026.0,ATSHIND,ATASH INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE447A01015,BSE_ONLY,500028.0,ATVPR,ATV PROJECTS INDIA LTD.,Active,XT,10.0,INE447A01015,Construction &amp; Engineering,Equity
,,,,,,,,INE448A01013,BSE_ONLY,500029.0,AUTOLITIND,AUTOLITE (INDIA) LTD.,Active,B ,10.0,INE448A01013,Auto Parts &amp; Equipment,Equity
,,,,,,,,INE450A01019,BSE_ONLY,500030.0,AUTORIDFIN,AUTORIDERS FINANCE LTD.,Suspended,T ,10.0,INE450A01019,Finance (including NBFCs),Equity
,,,,,,,,INE296A01024,BSE_ONLY,500034.0,BAJFINANCE,Bajaj Finance Limited,Active,A ,2.0,INE296A01024,Finance (including NBFCs),Equity
,,,,,,,,INE453A01013,BSE_ONLY,500035.0,BALAJIDI,BALAJI DISTILLERIES LTD.,Delisted,T ,10.0,INE453A01013,Breweries &amp; Distilleries,Equity
,,,,,,,,INE854A01012,BSE_ONLY,500044.0,RAYBAN,RAYBAN SUN OPTICS INDIA LTD.,Delisted,B ,10.0,INE854A01012,,Equity
,,,,,,,,INE166C01025,BSE_ONLY,500045.0,BELLARYS,BELLARY STEELS &amp; ALLOYS LTD.,Suspended,XT,1.0,INE166C01025,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE287A01015,BSE_ONLY,500046.0,BECREL,BEST &amp; CROMPTON ENGG.LTD.,Suspended,Z ,10.0,INE287A01015,Industrial Machinery,Equity
,,,,,,,,NA,BSE_ONLY,500047.0,BETANAP,BETA NAPHTHOL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE258A01016,BSE_ONLY,500048.0,BEML,BEML LTD.,Active,A ,10.0,INE258A01016,Commercial Vehicles,Equity
,,,,,,,,INE099C01010,BSE_ONLY,500051.0,BHAGGAS,Bhagawati Gas Limited,Suspended,Z ,10.0,INE099C01010,Industrial Gases,Equity
,,,,,,,,NA,BSE_ONLY,500053.0,BHAZINC,BHARAT ZINC LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,NA,BSE_ONLY,500054.0,BHRTITE-B,BHRTITE-B,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE824B01021,BSE_ONLY,500055.0,BHUSANSTL,BHUSHAN STEEL LTD.,Active,B ,2.0,INE824B01021,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INF189A01046,BSE_ONLY,500056.0,UTIMRDM,MASTERGROWTH-93,Delisted,B ,10.0,INF189A01046,,Equity
,,,,,,,,INE605B01016,BSE_ONLY,500057.0,ABCIL,ADITYA BIRLA CHEMICALS (INDIA) LTD.,Delisted,B ,10.0,INE605B01016,Commodity Chemicals,Equity
,,,,,,,,INE819C01011,BSE_ONLY,500058.0,BIHSPONG,BIHAR SPONGE IRON LTD.,Active,XT,10.0,INE819C01011,Iron &amp; Steel/Interm.Products,Equity
,,,,,,,,INE247A01019,BSE_ONLY,500061.0,ANVALDM,ANDHRA VALLEY POWER SUPPLY COMPANY LTD.,Delisted,B ,10.0,INE247A01019,,Equity
,,,,,,,,INE251A01011,BSE_ONLY,500062.0,ASHOKLEYFIN,ASHOK LEYLAND FINANCE LTD.,Delisted,B ,10.0,INE251A01011,,Equity
,,,,,,,,INE097A01018,BSE_ONLY,500064.0,BGFL,BIRLA GLOBAL FINANCE LTD.,Delisted,B ,10.0,INE097A01018,,Equity
,,,,,,,,INE458A01012,BSE_ONLY,500070.0,BOP,BANK OF PUNJAB LTD.,Delisted,B ,10.0,INE458A01012,,Equity
,,,,,,,,INE241A01012,BSE_ONLY,500072.0,BONGAIREFN,BONGAIGAON REFINERY &amp; PETROCHEMICALS LTD.,Delisted,B ,10.0,INE241A01012,,Equity
,,,,,,,,INE108A01013,BSE_ONLY,500073.0,BPLENG,BPL ENGINEERING LTD.,Delisted,B ,10.0,INE108A01013,,Equity
,,,,,,,,INE580A01013,BSE_ONLY,500075.0,NAGARFER,NAGARJUNA FERTILIZERS &amp; CHEMICALS LTD.,Delisted,B ,10.0,INE580A01013,Fertilizers,Equity
,,,,,,,,INE157A01010,BSE_ONLY,500076.0,BURROWEL,BURROUGHS WELLCOME (INDIA) LTD.,Delisted,B ,10.0,INE157A01010,,Equity
,,,,,,,,INE475A01016,BSE_ONLY,500077.0,CCI,CABLE CORPORATION OF INDIA LTD.,Delisted,B ,10.0,INE475A01016,Other Elect.Equip./ Prod.,Equity
,,,,,,,,INE480A01016,BSE_ONLY,500079.0,CARIR,CARRIER AIRCON LTD.,Delisted,B ,10.0,INE480A01016,,Equity
,,,,,,,,INE466B01013,BSE_ONLY,500080.0,CAUVERSOFT,CAUVERY SOFTWARE ENGINEERING SYSTEMS LTD.,Delisted,B ,10.0,INE466B01013,IT Software Products,Equity
,,,,,,,,NA,BSE_ONLY,500081.0,CELEINT,CELESTE INTERNATIONAL LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE942A01015,BSE_ONLY,500082.0,CENCHDM,CENTAK CHEMICALS LTD.,Delisted,B ,10.0,INE942A01015,,Equity
,,,,,,,,INE486A01013,BSE_ONLY,500084.0,CESC,CESC LTD.,Active,A ,10.0,INE486A01013,Electric Utilities,Equity
,,,,,,,,INE122A01014,BSE_ONLY,500090.0,MADUCOA,MADURA COATS LTD.,Delisted,B ,10.0,INE122A01014,,Equity
,,,,,,,,INE494A01017,BSE_ONLY,500091.0,COREPARENT,CORE HEALTHCARE LTD.,Delisted,B ,10.0,INE494A01017,Pharmaceuticals,Equity
,,,,,,,,INE107D01019,BSE_ONLY,500094.0,CTCOTTON,CT COTTON YARN LTD.,Delisted,XD,10.0,INE107D01019,Textiles,Equity
,,,,,,,,INE378A01012,BSE_ONLY,500095.0,WYETH,WYETH LTD.,Delisted,B ,10.0,INE378A01012,Pharmaceuticals,Equity
,,,,,,,,INE575B01011,BSE_ONLY,500098.0,SKYLNEPC,SKYLINE NEPC LTD.,Delisted,B ,10.0,INE575B01011,,Equity
,,,,,,,,INE496A01020,BSE_ONLY,500099.0,CENTINPO,CENTRAL INDIA POLYESTERS LTD.,Delisted,B ,10.0,INE496A01020,,Equity
,,,,,,,,INE497A01010,BSE_ONLY,500100.0,DAEWOO,DAEWOO MOTORS (INDIA) LTD.,Delisted,XD,10.0,INE497A01010,Cars &amp; Utility Vehicles,Equity
,,,,,,,,INE294A01037,BSE_ONLY,500102.0,BALLARPUR,BALLARPUR INDUSTRIES LTD.,Active,B ,2.0,INE294A01037,Paper &amp; Paper Products,Equity
,,,,,,,,INE006A01019,BSE_ONLY,500105.0,IPCL,INDIAN PETROCHEMICALS CORP.LTD.,Delisted,B ,10.0,INE006A01019,,Equity
,,,,,,,,INE020A01010,BSE_ONLY,500107.0,JINDALIRON,JINDAL IRON &amp; STEEL CO.LTD.,Delisted,B ,10.0,INE020A01010,,Equity
,,,,,,,,INE013A01015,BSE_ONLY,500111.0,RELCAPITAL,RELIANCE CAPITAL LTD.,Active,A ,10.0,INE013A01015,Finance (including NBFCs),Equity
,,,,,,,,INF189A01061,BSE_ONLY,500115.0,MSTRP,MSTRP,Delisted,Z ,10.0,INF189A01061,,Equity
,,,,,,,,INE124A01010,BSE_ONLY,500121.0,DIGITAL,DIGITAL GLOBALSOFT LTD.,Delisted,B ,10.0,INE124A01010,,Equity
,,,,,,,,INE125A01017,BSE_ONLY,500122.0,AMBUJACEMR,AMBUJA CEMENT RAJASTHAN LTD.,Delisted,Z ,10.0,INE125A01017,,Equity
,,,,,,,,INE280B01018,BSE_ONLY,500123.0,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,B ,10.0,INE280B01018,Commodity Chemicals,Equity
,,,,,,,,INE089A01023,BSE_ONLY,500124.0,DRREDDY,DR.REDDY'S LABORATORIES LTD.,Active,A ,5.0,INE089A01023,Pharmaceuticals,Equity
,,,,,,,,NA,BSE_ONLY,500127.0,ESTMNAL,EASTERN MINING &amp; ALLIED LTD.,Delisted,P ,10.0,NA          ,Coal,Equity
,,,,,,,,NA,BSE_ONLY,500129.0,ELAUPAR-BDM,ELGI AUTO PARTS LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE424D01018,BSE_ONLY,500130.0,ELGIF,ELGI FINANCE LTD.,Delisted,T ,10.0,INE424D01018,Finance (including NBFCs),Equity
,,,,,,,,INE257B01024,BSE_ONLY,500131.0,ELGITR,ELGITREAD (INDIA) LTD.,Delisted,B ,1.0,INE257B01024,,Equity
,,,,,,,,INE011A01019,BSE_ONLY,500134.0,ESSAROIL,ESSAR OIL LTD.,Delisted,A ,10.0,INE011A01019,Integrated Oil &amp; Gas,Equity
,,,,,,,,INE249C01011,BSE_ONLY,500139.0,FEDDERELEC,Fedders Electric and Engineering Ltd,Active,B ,10.0,INE249C01011,Other Elect.Equip./ Prod.,Equity
,,,,,,,,NA,BSE_ONLY,500140.0,FEMNORM-B,FEMNOR MINERAL (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE512A01016,BSE_ONLY,500142.0,FGP,FGP LTD.,Active,XT,10.0,INE512A01016,Finance (including NBFCs),Equity
,,,,,,,,INE492B01019,BSE_ONLY,500145.0,FIRSTLEASE,FIRST LEASING CO.OF INDIA LTD.,Suspended,Z ,10.0,INE492B01019,Finance (including NBFCs),Equity
,,,,,,,,INE517A01015,BSE_ONLY,500149.0,FLOAI,FLOATGLASS INDIA LTD.,Delisted,B ,10.0,INE517A01015,,Equity
,,,,,,,,INE523A01013,BSE_ONLY,500152.0,GRMAG,G.R.MAGNETS LTD.,Delisted,Z ,10.0,INE523A01013,,Equity
,,,,,,,,INE526A01016,BSE_ONLY,500155.0,GARDENSILK,GARDEN SILK MILLS LTD.,Active,B ,10.0,INE526A01016,Textiles,Equity
,,,,,,,,INE382A01014,BSE_ONLY,500156.0,GRMNR,GERMAN REMEDIES LTD.,Delisted,B ,10.0,INE382A01014,,Equity
,,,,,,,,NA,BSE_ONLY,500157.0,GICBALN-B,GICBALN-B,Delisted,Z ,10.0,NA          ,,Equity
,,,,,,,,INE130A01017,BSE_ONLY,500161.0,GTB,GLOBAL TRUST BANK LTD.,Delisted,T ,10.0,INE130A01017,,Equity
,,,,,,,,INE353B01021,BSE_ONLY,500162.0,PARRYSUGAR,PARRYS SUGAR INDUSTRIES LTD.,Suspended,B ,10.0,INE353B01021,Sugar,Equity
