SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,LISTING_SOURCE
KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10,INE415I01015,532967,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,B ,10.0,INE415I01015,Specialty Chemicals,Equity,BOTH
KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2,INE732A01036,500241,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,B ,2.0,INE732A01036,Industrial Machinery,Equity,BOTH
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2,INE146L01010,533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,B ,2.0,INE146L01010,Auto Parts &amp; Equipment,Equity,BOTH
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2,INE146L01010,534026,KIROILBBPH,KIROILBBPH,Suspended,B ,2.0,INE146L01010,,Equity,BOTH
KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10,INE250A01039,500243,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10.0,INE250A01039,Industrial Machinery,Equity,BOTH
KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1,INE602G01020,521248,KITEX,KITEX GARMENTS LTD.,Active,B ,1.0,INE602G01020,Other Apparels &amp; Accessories,Equity,BOTH
KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10,INE401H01017,532732,KKCL,KEWAL KIRAN CLOTHING LTD.,Active,B ,10.0,INE401H01017,Other Apparels &amp; Accessories,Equity,BOTH
KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2,INE157H01023,532673,KMSUGAR,K.M.SUGAR MILLS LTD.,Active,B ,2.0,INE157H01023,Sugar,Equity,BOTH
KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2,INE634I01029,532942,KNRCON,KNR CONSTRUCTIONS LTD.,Active,B ,2.0,INE634I01029,Construction &amp; Engineering,Equity,BOTH
KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10,INE080B01012,512559,KOHINOOR,KOHINOOR FOODS LTD.,Active,B ,10.0,INE080B01012,Other Agricultural Products,Equity,BOTH
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1,INE760A01029,523207,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B ,1.0,INE760A01029,Non-Durable Household Prod.,Equity,BOTH
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10,INE094I01018,532924,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,B ,10.0,INE094I01018,Realty,Equity,BOTH
KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10,INE082A01010,524280,KOPRAN,KOPRAN LTD.,Active,B ,10.0,INE082A01010,Pharmaceuticals,Equity,BOTH
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5,INE237A01028,500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5.0,INE237A01028,Banks,Equity,BOTH
KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10,INE720A01015,532096,KOTHARIP,KOTHARI PETROCHEMICALS LTD.,Delisted,B ,10.0,INE720A01015,,Equity,BOTH
KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10,INE823A01017,530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,B ,10.0,INE823A01017,Comm.Trading  &amp; Distribution,Equity,BOTH
KPIL,Kalpataru Projects International Limited,EQ,15-DEC-2000,2,1,INE220B01022,2,INE220B01022,522287,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,B ,2.0,INE220B01022,Heavy Electrical Equipment,Equity,BOTH
KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1,INE001B01026,530813,KRBL,KRBL LTD.,Active,B ,1.0,INE001B01026,Packaged Foods,Equity,BOTH
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,INE268B01013,10,INE268B01013,524518,KREBSBIO,KREBS BIOCHEMICALS &amp; INDUSTRIES LTD.-$,Active,T ,10.0,INE268B01013,Pharmaceuticals,Equity,BOTH
KRIDHANINF,Kridhan Infra Limited,EQ,11-DEC-2015,2,1,INE524L01026,2,INE524L01026,533482,KRIINFRA,Kridhan Infra Limited,Active,B ,2.0,INE524L01026,Construction &amp; Engineering,Equity,BOTH
KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2,INE455I01029,532899,KSCL,KAVERI SEED COMPANY LTD.,Active,A ,2.0,INE455I01029,Other Agricultural Products,Equity,BOTH
KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5,INE907A01026,500235,KSL,KALYANI STEELS LTD.,Active,B ,5.0,INE907A01026,Iron &amp; Steel/Interm.Products,Equity,BOTH
KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10,INE614B01018,532652,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.0,INE614B01018,Banks,Equity,BOTH
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10,INE651C01018,506079,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Active,B ,10.0,INE651C01018,Iron &amp; Steel Products,Equity,BOTH
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10,INE600L01024,539524,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.0,INE600L01024,Healthcare Services,Equity,BOTH
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5,INE112F01022,590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,Active,B ,5.0,INE112F01022,Textiles,Equity,BOTH
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2,INE059D01020,526947,LAOPALA,LA OPALA RG LTD.,Active,B ,2.0,INE059D01020,Houseware,Equity,BOTH
LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10,INE670X01014,540702,LASA,Lasa Supergenerics Ltd,Active,T ,10.0,INE670X01014,Healthcare Services,Equity,BOTH
LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2,INE938A01021,532019,LCCINFOTEC,LCC INFOTECH LTD.,Suspended,B ,2.0,INE938A01021,IT Software Products,Equity,BOTH
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10,INE337A01034,500250,LGBBROSLTD,L.G.BALAKRISHNAN &amp; BROS.LTD.,Active,B ,10.0,INE337A01034,Auto Parts &amp; Equipment,Equity,BOTH
LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10,INE557B01019,526596,LIBERTSHOE,LIBERTY SHOES LTD.,Active,B ,10.0,INE557B01019,Footwear,Equity,BOTH
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2,INE115A01026,500253,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2.0,INE115A01026,Housing Finance ,Equity,BOTH
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10,INE405C01035,531633,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Active,B ,10.0,INE405C01035,Pharmaceuticals,Equity,BOTH
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10,INE473A01011,523457,LINDEINDIA,Linde India Limited,Active,B ,10.0,INE473A01011,Industrial Gases,Equity,BOTH
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1,INE093R01011,539992,LLOYDSTEEL,Lloyds Steels Industries Ltd,Active,T ,1.0,INE093R01011,Industrial Machinery,Equity,BOTH
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1,INE080I01025,512463,SHRGLTR,SHREE GLOBAL TRADEFIN LTD.,Active,XT,1.0,INE080I01025,Finance (including NBFCs),Equity,BOTH
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10,INE269B01029,500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10.0,INE269B01029,Industrial Machinery,Equity,BOTH
LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10,INE397H01017,532740,LOKESHMACH,LOKESH MACHINES LTD.,Active,B ,10.0,INE397H01017,Industrial Machinery,Equity,BOTH
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-AUG-2023,10,1,INE846D01012,10,INE846D01012,500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,XT,10.0,INE846D01012,Commodity Chemicals,Equity,BOTH
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10,INE947I01017,532998,LEHIL,Lotus Eye Hospital And Institute Ltd,Active,T ,10.0,INE947I01017,Healthcare Facilities,Equity,BOTH
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10,INE597L01014,533343,LOVABLE,LOVABLE LINGERIE LTD.,Active,B ,10.0,INE597L01014,Other Apparels &amp; Accessories,Equity,BOTH
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1,INE197J01017,533012,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Active,T ,1.0,INE197J01017,Realty,Equity,BOTH
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2,INE018A01030,500510,LT,LARSEN &amp; TOUBRO LTD.,Active,A ,2.0,INE018A01030,Construction &amp; Engineering,Equity,BOTH
LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10,INE498L01015,533519,L&amp;TFH,L&amp;T FINANCE HOLDINGS LTD.,Active,A ,10.0,INE498L01015,Holding Companies,Equity,BOTH
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1,INE818H01020,532783,DAAWAT,LT FOODS LTD.,Active,B ,1.0,INE818H01020,Other Agricultural Products,Equity,BOTH
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1,INE214T01019,540005,LTI,Larsen &amp; Toubro Infotech Ltd,Active,A ,1.0,INE214T01019,IT Consulting &amp; Software,Equity,BOTH
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2,INE010V01017,540115,LTTS,L&amp;T Technology Services Ltd,Active,A ,2.0,INE010V01017,Internet Software &amp; Services,Equity,BOTH
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10,INE162B01018,517206,LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B ,10.0,INE162B01018,Auto Parts &amp; Equipment,Equity,BOTH
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2,INE326A01037,500257,LUPIN,LUPIN LTD.,Active,A ,2.0,INE326A01037,Pharmaceuticals,Equity,BOTH
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2,INE150G01020,539542,LUXIND,Lux Industries Ltd,Active,B ,2.0,INE150G01020,Other Apparels &amp; Accessories,Equity,BOTH
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10,INE933A01014,500259,LYKALABS,LYKA LABS LTD.,Active,B ,10.0,INE933A01014,Pharmaceuticals,Equity,BOTH
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10,INE142K01011,534532,LYPSAGEMS,Lypsa Gems &amp; Jewellery Ltd,Active,B ,10.0,INE142K01011,Other Apparels &amp; Accessories,Equity,BOTH
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5,INE101A01026,500520,M&amp;M,MAHINDRA &amp; MAHINDRA LTD.,Active,A ,5.0,INE101A01026,Cars &amp; Utility Vehicles,Equity,BOTH
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2,INE774D01024,532720,M&amp;MFIN,MAHINDRA &amp; MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2.0,INE774D01024,Finance (including NBFCs),Equity,BOTH
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10,INE925C01016,515093,MADHAV,MADHAV MARBLES &amp; GRANITES LTD.,Active,B ,10.0,INE925C01016,Construction Materials,Equity,BOTH
MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1,INE378D01032,531497,MADHUCON,MADHUCON PROJECTS LTD.-$,Active,B ,1.0,INE378D01032,Construction &amp; Engineering,Equity,BOTH
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10,INE414A01015,532168,MADRASFERT,MADRAS FERTILIZERS LTD.,Delisted,T ,10.0,INE414A01015,,Equity,BOTH
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10,INE414A01015,590134,MADRASFERT,Madras Fertilizers Ltd,Active,B ,10.0,INE414A01015,Fertilizers,Equity,BOTH
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10,INE347W01011,540650,MAGADHSUGAR,Magadh Sugar &amp; Energy Ltd,Active,B ,10.0,INE347W01011,Sugar,Equity,BOTH
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10,INE387I01016,532896,MAGNUM,MAGNUM VENTURES LTD.,Active,B ,10.0,INE387I01016,Paper &amp; Paper Products,Equity,BOTH
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10,INE457A01014,532525,MAHABANK,BANK OF MAHARASHTRA,Active,B ,10.0,INE457A01014,Banks,Equity,BOTH
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10,INE843B01013,523384,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Suspended,T ,10.0,INE843B01013,Finance (including NBFCs),Equity,BOTH
MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10,INE451L01014,513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,Active,B ,10.0,INE451L01014,Iron &amp; Steel Products,Equity,BOTH
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10,INE813A01018,532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,B ,10.0,INE813A01018,Realty,Equity,BOTH
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10,INE766P01016,540768,MAHLOG,Mahindra Logistics Ltd,Active,B ,10.0,INE766P01016,Transportation - Logistics,Equity,BOTH
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10,INE288A01013,500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,B ,10.0,INE288A01013,Investment Companies,Equity,BOTH
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5,INE271B01025,500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,B ,5.0,INE271B01025,Construction &amp; Engineering,Equity,BOTH
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10,INE683C01011,590078,MAITHANALL,MAITHAN ALLOYS LTD.,Active,B ,10.0,INE683C01011,Iron &amp; Steel/Interm.Products,Equity,BOTH
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10,INE383H01017,532728,MALUPAPER,MALU PAPER MILLS LTD.,Active,B ,10.0,INE383H01017,Paper &amp; Paper Products,Equity,BOTH
MANAKALUCO,Manaksia Aluminium Company Limited,BE,30-MAR-2015,1,1,INE859Q01017,1,INE859Q01017,539045,MNKALCOLTD,Manaksia Aluminium Company Ltd,Active,B ,1.0,INE859Q01017,Aluminium,Equity,BOTH
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1,INE830Q01018,539046,MNKCMILTD,Manaksia Coated Metals &amp; Industries Ltd,Active,B ,1.0,INE830Q01018,Iron &amp; Steel/Interm.Products,Equity,BOTH
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2,INE015D01022,532932,MANAKSIA,MANAKSIA LTD.,Active,B ,2.0,INE015D01022,Containers &amp; Packaging,Equity,BOTH
MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1,INE824Q01011,539044,MANAKSTELTD,Manaksia Steels Ltd,Active,T ,1.0,INE824Q01011,Iron &amp; Steel/Interm.Products,Equity,BOTH
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5,INE201A01024,500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.0,INE201A01024,Petrochemicals,Equity,BOTH
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2,INE522D01027,531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.0,INE522D01027,Finance (including NBFCs),Equity,BOTH
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10,INE584F01014,532637,MANGALAM,MANGALAM DRUGS &amp; ORGANICS LTD.,Active,B ,10.0,INE584F01014,Pharmaceuticals,Equity,BOTH
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10,INE347A01017,502157,MANGLMCEM,MANGALAM CEMENT LTD.,Active,B ,10.0,INE347A01017,Cement &amp; Cement Products,Equity,BOTH
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5,INE993A01026,513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,Active,B ,5.0,INE993A01026,Construction &amp; Engineering,Equity,BOTH
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2,INE949H01023,533169,MANINFRA,MAN INFRACONSTRUCTION LTD.,Active,B ,2.0,INE949H01023,Construction &amp; Engineering,Equity,BOTH
MANOMAY,Manomay Tex India Limited,BE,18-JAN-2023,10,1,INE784W01015,10,INE784W01015,540396,MANOMAY,Manomay Tex India Ltd,Active,M ,10.0,INE784W01015,Textiles,Equity,BOTH
MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2,INE867A01022,505324,MANUGRAPH,MANUGRAPH INDIA LTD.-$,Active,B ,2.0,INE867A01022,Industrial Machinery,Equity,BOTH
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10,INE882A01013,521018,MARALOVER,MARAL OVERSEAS LTD.,Active,B ,10.0,INE882A01013,Textiles,Equity,BOTH
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1,INE196A01026,531642,MARICO,MARICO LTD.,Active,A ,1.0,INE196A01026,Personal Products,Equity,BOTH
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1,INE750C01026,524404,MARKSANS,MARKSANS PHARMA LTD.,Active,A ,1.0,INE750C01026,Pharmaceuticals,Equity,BOTH
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5,INE585B01010,532500,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.0,INE585B01010,Cars &amp; Utility Vehicles,Equity,BOTH
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10,INE348L01012,540749,MASFIN,MAS Financial Services Ltd,Active,B ,10.0,INE348L01012,Finance (including NBFCs),Equity,BOTH
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5,INE759A01021,523704,MASTEK,MASTEK LTD.,Active,B ,5.0,INE759A01021,IT Software Products,Equity,BOTH
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5,INE866R01028,540704,MATRIMONY,Matrimony.com Ltd,Active,B ,5.0,INE866R01028,Internet Software &amp; Services,Equity,BOTH
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10,INE636A01039,523371,MAWANASUG,MAWANA SUGARS LTD.,Active,B ,10.0,INE636A01039,Sugar,Equity,BOTH
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5,INE040D01038,522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,B ,5.0,INE040D01038,Textiles,Equity,BOTH
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10,INE912H01013,533152,MBLINFRA,MBL Infrastructures Ltd,Active,T ,10.0,INE912H01013,Construction &amp; Engineering,Equity,BOTH
MCLEODRUSS,Mcleod Russel India Limited,BE,29-JUL-2005,5,1,INE942G01012,5,INE942G01012,532654,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Active,A ,5.0,INE942G01012,Tea &amp; Coffee,Equity,BOTH
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10,INE745G01035,534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10.0,INE745G01035,Investment Companies,Equity,BOTH
MEGASOFT,Megasoft Limited,BE,19-JUL-2007,10,1,INE933B01012,10,INE933B01012,532408,MEGASOFT,MEGASOFT LTD.,Active,T ,10.0,INE933B01012,IT Software Products,Equity,BOTH
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1,INE071D01033,523828,MENONBE,MENON BEARINGS LTD.-$,Active,B ,1.0,INE071D01033,Auto Parts &amp; Equipment,Equity,BOTH
MEP,MEP Infrastructure Developers Limited,BZ,06-MAY-2015,10,1,INE776I01010,10,INE776I01010,539126,MEP,MEP Infrastructure Developers Ltd,Active,B ,10.0,INE776I01010,Roads &amp; Highways,Equity,BOTH
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2,INE180A01020,500271,MFSL,Max Financial Services Ltd,Active,A ,2.0,INE180A01020,Life Insurance,Equity,BOTH
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10,INE002S01010,539957,MGL,Mahanagar Gas Ltd,Active,A ,10.0,INE002S01010,Utilities:Non-Elec.,Equity,BOTH
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10,INE998I01010,533088,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,Active,B ,10.0,INE998I01010,Hotels,Equity,BOTH
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2,INE842C01021,538962,MINDACORP,Minda Corporation Ltd,Active,B ,2.0,INE842C01021,Auto Parts &amp; Equipment,Equity,BOTH
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10,INE110B01017,517344,MINDTECK,MINDTECK (INDIA) LTD.,Active,B ,10.0,INE110B01017,IT Software Products,Equity,BOTH
MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1,1,INE831A01028,1,INE831A01028,500279,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,B ,1.0,INE831A01028,Consumer Electronics,Equity,BOTH
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2,INE771A01026,526642,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B ,2.0,INE771A01026,Footwear,Equity,BOTH
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10,INE227C01017,522241,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.0,INE227C01017,Other Industrial Products,Equity,BOTH
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1,INE123F01029,513377,MMTC,MMTC LTD.,Active,A ,1.0,INE123F01029,Comm.Trading  &amp; Distribution,Equity,BOTH
MODIRUBBER,Modi Rubber Limited,EQ,07-FEB-1996,10,1,INE832A01018,10,INE832A01018,500890,MODIRUBBER,MODI RUBBER LTD.,Active,T ,10.0,INE832A01018,Auto Tyres &amp; Rubber Products,Equity,BOTH
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10,INE954E01012,531453,MOHITIND,MOHIT INDUSTRIES LTD.-$,Active,B ,10.0,INE954E01012,Textiles,Equity,BOTH
MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10,INE490G01020,533286,MOIL,MOIL LTD.,Active,B ,10.0,INE490G01020,Mining,Equity,BOTH
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2,INE835B01035,526263,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,Active,T ,2.0,INE835B01035,BPO/KPO,Equity,BOTH
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5,INE893J01029,533080,MOLDTKPAC,Mold-Tek Packaging Limited,Active,B ,5.0,INE893J01029,Containers &amp; Packaging,Equity,BOTH
MONEYBOXX,Moneyboxx Finance Limited,EQ,15-OCT-2025,10,1,INE296Q01012,10,INE296Q01012,538446,DHANUKACOM,Dhanuka Commercial Ltd,Active,M ,10.0,INE296Q01012,Other Financial Services,Equity,BOTH
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10,INE950M01013,538836,MONTECARLO,Monte Carlo Fashions Ltd,Active,B ,10.0,INE950M01013,Other Apparels &amp; Accessories,Equity,BOTH
MORARJEE,Morarjee Textiles Limited,BZ,14-SEP-2012,7,1,INE161G01027,7,INE161G01027,532621,MORARJEE,MORARJEE TEXTILES LTD.,Active,B ,7.0,INE161G01027,Textiles,Equity,BOTH
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2,INE083A01026,500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,B ,2.0,INE083A01026,Pharmaceuticals,Equity,BOTH
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1,INE775A01035,517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1.0,INE775A01035,Auto Parts &amp; Equipment,Equity,BOTH
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1,INE338I01027,532892,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,B ,1.0,INE338I01027,Finance (including NBFCs),Equity,BOTH
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10,INE356A01018,526299,MPHASIS,MPHASIS LTD.,Active,A ,10.0,INE356A01018,IT Consulting &amp; Software,Equity,BOTH
